year	filing_id	filing_date	owner	asset	ticker	type	transaction_date	notification_date	amount_range	price_trade_date	price_filing_date	pdf_url
2020	20017527	10/15/2020	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	09/17/2020	09/17/2020	$1,001 - $15,000	246.44	252.69	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf
2020	20017527	10/15/2020	JT	Microsoft Corporation (MSFT)	MSFT	Buy	09/10/2020	09/10/2020	$1,001 - $15,000	199.13	209.28	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf
2020	20017527	10/15/2020	JT	Williams Companies, Inc. (WMB)	WMB	Buy	09/28/2020	09/28/2020	$1,001 - $15,000	15.63	14.97	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017527.pdf
2020	20017687	11/14/2020	JT	Boeing Company (BA) [ST]	BA	Buy	10/16/2020	10/16/2020	$1,001 - $15,000	169.35	184.36	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf
2020	20017687	11/14/2020	JT	FS KKR Capital Corp II [PS]	FSK	Buy	10/01/2020	10/01/2020	$1,001 - $15,000	7.77	7.91	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf
2020	20017687	11/14/2020	JT	Illinois Tool Works Inc. (ITW) [ST]	ITW	Buy	10/16/2020	10/16/2020	$1,001 - $15,000	182.77	187.23	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf
2020	20017687	11/14/2020	JT	Johnson & Johnson (JNJ) [ST]	JNJ	Buy	10/16/2020	10/16/2020	$1,001 - $15,000	127.48	128.87	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf
2020	20017687	11/14/2020	JT	McDonald's Corporation (MCD)	MCD	Buy	10/16/2020	10/16/2020	$1,001 - $15,000	204.1	189.19	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf
2020	20017687	11/14/2020	JT	NextEra Energy, Inc. (NEE) [ST]	NEE	Buy	10/16/2020	10/16/2020	$1,001 - $15,000	66.46	67.65	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017687.pdf
2020	20017853	12/14/2020	JT	Accenture plc Class A Ordinary	ACN	Buy	11/13/2020	11/13/2020	$1,001 - $15,000	224.1	228.57	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf
2020	20017853	12/14/2020	JT	ONEOK, Inc. (OKE) [ST]	OKE	Buy	11/13/2020	11/13/2020	$1,001 - $15,000	23.52	30.44	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf
2020	20017853	12/14/2020	JT	Suncor Energy Inc. (SU) [ST]	SU	Sell	11/19/2020	11/19/2020	$1,001 - $15,000	12.5	15.2	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf
2021	20018029	1/15/2021	JT	Exxon Mobil Corporation (XOM)	XOM	Buy	12/10/2020	12/10/2020	$1,001 - $15,000	35.75	39.3	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018029.pdf
2021	20018029	1/15/2021	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	12/17/2020	12/17/2020	$1,001 - $15,000	241.87	241.98	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018029.pdf
2021	20018029	1/15/2021	JT	Microsoft Corporation (MSFT)	MSFT	Buy	12/10/2020	12/10/2020	$1,001 - $15,000	202.77	204.44	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018029.pdf
2021	20018029	1/15/2021	JT	Williams Companies, Inc. (WMB)	WMB	Buy	12/28/2020	12/28/2020	$1,001 - $15,000	15.94	17.49	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018029.pdf
2021	20018232	2/17/2021	JT	FS KKR Capital Corp. II (FSKR)	FSKR	Buy	01/11/2021	01/11/2021	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018232.pdf
2021	20018400	3/15/2021	JT	Accenture plc Class A Ordinary	ACN	Buy	02/12/2021	02/12/2021	$1,001 - $15,000	240.18	247.92	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018400.pdf
2021	20018400	3/15/2021	JT	ONEOK, Inc. (OKE) [ST]	OKE	Buy	02/12/2021	02/12/2021	$1,001 - $15,000	34.23	39.07	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018400.pdf
2021	20018550	4/9/2021	JT	Devon Energy Corporation (DVN)	DVN	Buy	03/31/2021	03/31/2021	$1,001 - $15,000	17.01	17.34	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf
2021	20018550	4/9/2021	JT	Exxon Mobil Corporation (XOM)	XOM	Buy	03/10/2021	03/10/2021	$1,001 - $15,000	50.9	46.5	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf
2021	20018550	4/9/2021	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	03/25/2021	03/25/2021	$1,001 - $15,000	263.56	283.09	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf
2021	20018550	4/9/2021	JT	Microsoft Corporation (MSFT)	MSFT	Buy	03/11/2021	03/11/2021	$1,001 - $15,000	227.81	245.02	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf
2021	20018550	4/9/2021	JT	Williams Companies, Inc. (WMB)	WMB	Buy	03/29/2021	03/29/2021	$1,001 - $15,000	19.23	18.73	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf
2021	20018919	6/15/2021	JT	Accenture plc Class A Ordinary	ACN	Buy	05/14/2021	05/14/2021	$1,001 - $15,000	271.48	268.41	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	AdaptHealth Corp. - Class A	AHCO	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	24.46	27.61	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	AdaptHealth Corp. - Class A	AHCO	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	24.46	27.61	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	AdaptHealth Corp. - Class A	AHCO	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	24.46	27.61	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	Adobe Inc. (ADBE) [ST]	ADBE	Buy	05/20/2021	05/20/2021	$250,001	489.88	550.23	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	Boston Scientific Corporation	BSX	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	41.81	42.69	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	Boston Scientific Corporation	BSX	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	41.81	42.69	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	Boston Scientific Corporation	BSX	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	41.81	42.69	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	Cadence Design Systems, Inc.	CDNS	Buy	05/26/2021	05/26/2021	$100,001	127.48	129.91	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	CareCloud, Inc. (MTBC) [ST]	MTBC	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	CareCloud, Inc. (MTBC) [ST]	MTBC	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	CareCloud, Inc. (MTBC) [ST]	MTBC	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	CareCloud, Inc. (MTBC) [ST]	MTBC	Buy	05/20/2021	05/20/2021	$15,001	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	Emerson Electric Company (EMR)	EMR	Buy	05/18/2021	05/18/2021	$250,001	86.36	89.47	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	Exact Sciences Corporation	EXAS	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	103.62	122.84	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	Exact Sciences Corporation	EXAS	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	103.62	122.84	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	Exact Sciences Corporation	EXAS	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	103.62	122.84	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	Exact Sciences Corporation	EXAS	Buy	05/20/2021	05/20/2021	$50,001	103.62	122.84	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	Freeport-McMoRan, Inc. (FCX)	FCX	Buy	05/18/2021	05/18/2021	$100,001	41.24	35.01	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	Honeywell International Inc.	HON	Buy	05/18/2021	05/18/2021	$250,001	191.89	191.17	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	ICON plc - Ordinary Shares (ICLR)	ICLR	Buy	05/18/2021	05/18/2021	$100,001	222.8	214.97	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	IQVIA Holdings, Inc. (IQV) [ST]	IQV	Buy	05/18/2021	05/18/2021	$100,001	230.8	246.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	IQVIA Holdings, Inc. (IQV) [ST]	IQV	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	235.54	246.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	IQVIA Holdings, Inc. (IQV) [ST]	IQV	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	235.54	246.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	IQVIA Holdings, Inc. (IQV) [ST]	IQV	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	235.54	246.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	NextEra Energy, Inc. (NEE) [ST]	NEE	Buy	05/18/2021	05/18/2021	$250,001	63.76	65.38	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	ONEOK, Inc. (OKE) [ST]	OKE	Buy	05/26/2021	05/26/2021	$1,001 - $15,000	40.8	43.42	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	O'Reilly Automotive, Inc. (ORLY)	ORLY	Buy	05/18/2021	05/18/2021	$100,001	36.7	35.58	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	PTC Inc. (PTC) [ST]	PTC	Buy	05/26/2021	05/26/2021	$50,001	133.07	136.96	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	Rockwell Automation, Inc. (ROK)	ROK	Buy	05/18/2021	05/18/2021	$250,001	242.64	261.7	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	JT	Vuzix Corporation (VUZI) [ST]	VUZI	Buy	05/18/2021	05/18/2021	$15,001	16.48	16.88	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	Vuzix Corporation (VUZI) [ST]	VUZI	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	16.32	16.88	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	Vuzix Corporation (VUZI) [ST]	VUZI	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	16.32	16.88	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20018919	6/15/2021	DC	Vuzix Corporation (VUZI) [ST]	VUZI	Buy	05/20/2021	05/20/2021	$1,001 - $15,000	16.32	16.88	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018919.pdf
2021	20019089	7/14/2021	JT	Accenture plc Class A Ordinary	ACN	Buy	06/25/2021	06/25/2021	$100,001	274.91	295.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Asensus Surgical, Inc. (ASXC) [ST]	ASXC	Buy	06/25/2021	06/25/2021	$100,001	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Devon Energy Corporation (DVN)	DVN	Buy	06/30/2021	06/30/2021	$1,001 - $15,000	22.88	22.13	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Exxon Mobil Corporation (XOM)	XOM	Buy	06/10/2021	06/10/2021	$1,001 - $15,000	53.12	50.77	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	06/17/2021	06/17/2021	$1,001 - $15,000	271.16	285.77	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Honeywell International Inc.	HON	Buy	06/25/2021	06/25/2021	$50,001	187.8	194.8	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Johnson & Johnson (JNJ) [ST]	JNJ	Buy	06/25/2021	06/25/2021	$250,001	144.03	149.42	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	JP Morgan Chase & Co. (JPM)	JPM	Buy	06/25/2021	06/25/2021	$250,001	135.89	138.2	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Linde plc Ordinary Share (LIN)	LIN	Buy	06/25/2021	06/25/2021	$100,001	268.06	273.62	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Masimo Corporation (MASI) [ST]	MASI	Buy	06/25/2021	06/25/2021	$100,001	242.91	261.59	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Masimo Corporation (MASI) [ST]	MASI	Buy	06/25/2021	06/25/2021	$15,001	242.91	261.59	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Microsoft Corporation (MSFT)	MSFT	Buy	06/25/2021	06/25/2021	$250,001	256.1	272.07	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Microsoft Corporation (MSFT)	MSFT	Buy	06/25/2021	06/25/2021	$100,001	256.1	272.07	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Microsoft Corporation (MSFT)	MSFT	Buy	06/10/2021	06/10/2021	$1,001 - $15,000	246.9	272.07	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	NextEra Energy, Inc. (NEE) [ST]	NEE	Buy	06/15/2021	06/15/2021	$1,001 - $15,000	65.38	67.14	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Phillips 66 (PSX) [ST]	PSX	Buy	06/25/2021	06/25/2021	$15,001	75.4	67.04	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Pioneer Natural Resources	PXD	Buy	06/09/2021	06/09/2021	$500,001	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019089	7/14/2021	JT	Williams Companies, Inc. (WMB)	WMB	Buy	06/28/2021	06/28/2021	$1,001 - $15,000	21.28	20.84	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019089.pdf
2021	20019334	9/15/2021	JT	Adobe Inc. (ADbE) [ST]	ADBE	Buy	07/21/2021	07/21/2021	$50,001	609.39	658.46	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Alphabet Inc. - Class A (gOOgl)	GOOGL	Buy	07/30/2021	07/30/2021	$100,001	133.75	142.33	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Amazon.com, Inc. (AMZN) [ST]	AMZN	Buy	07/30/2021	07/30/2021	$50,001	166.71	172.72	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	boston Scientific Corporation	BSX	Buy	07/01/2021	07/01/2021	$100,001	43.19	45	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	boston Scientific Corporation	BSX	Buy	07/21/2021	07/21/2021	$15,001	43.48	45	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Danaher Corporation (DHR) [ST]	DHR	Buy	07/01/2021	07/01/2021	$50,001	235.04	281.23	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	DexCom, Inc. (DXCM) [ST]	DXCM	Buy	07/01/2021	07/01/2021	$100,001	106.3	136.8	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Emerson Electric Company (EMR)	EMR	Buy	07/01/2021	07/01/2021	$50,001	88.5	90.39	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	07/01/2021	07/01/2021	$100,001	287.09	299.48	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Illinois Tool Works Inc. (ITW) [ST]	ITW	Buy	07/01/2021	07/01/2021	$50,001	201.81	197.06	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	iShares TIPS bond ETF (TIP) [ST]	TIP	Buy	07/08/2021	07/08/2021	$1,001 - $15,000	107.42	109.98	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	iShares TIPS bond ETF (TIP) [ST]	TIP	Buy	07/30/2021	07/30/2021	$250,001	109.61	109.98	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	JP Morgan Chase & Co. (JPM) [ST]	JPM	Buy	07/31/2021	07/31/2021	$1,001 - $15,000	135.61	140.56	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	JP Morgan Chase & Co. (JPM) [ST]	JPM	Buy	07/01/2021	07/01/2021	$50,001	138.67	140.56	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	JPMorgan Equity Premium	JPM	Buy	07/30/2021	07/30/2021	$100,001	135.61	140.56	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	linde plc Ordinary Share (lIN)	LIN	Buy	07/01/2021	07/01/2021	$15,001	272.99	296.07	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Microsoft Corporation (MSFT)	MSFT	Buy	07/21/2021	07/21/2021	$100,001	269.98	293.6	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	NextEra Energy, Inc. (NEE) [ST]	NEE	Buy	07/30/2021	07/30/2021	$50,001	69.51	75.58	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Pioneer Natural Resources	PXD	Buy	07/14/2021	07/14/2021	$1,001 - $15,000	0	0	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	PTC Inc. (PTC) [ST]	PTC	Buy	07/21/2021	07/21/2021	$15,001	145.33	124.07	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Rockwell Automation, Inc. (ROK)	ROK	Buy	07/21/2021	07/21/2021	$50,001	275.79	293.72	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	SPDR S&P 500 (SPY) [ST]	SPY	Buy	07/30/2021	07/30/2021	$500,001	412.28	419.6	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	T. Rowe Price group, Inc. (TROW)	TROW	Buy	07/07/2021	07/07/2021	$1,001 - $15,000	168.37	178	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Thermo Fisher Scientific Inc	TMO	Buy	07/21/2021	07/21/2021	$50,001	508.66	555.59	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019334	9/15/2021	JT	Vuzix Corporation (VuZI) [ST]	VUZI	Buy	07/01/2021	07/01/2021	$50,001	18.43	11.49	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019334.pdf
2021	20019490	9/15/2021	JT	Accenture plc Class A Ordinary	ACN	Buy	08/13/2021	08/13/2021	$1,001 - $15,000	303.48	322.49	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019490.pdf
2021	20019490	9/15/2021	JT	AdaptHealth Corp. (AHCO) [ST]	AHCO	Buy	08/25/2021	08/25/2021	$100,001	23.79	23.95	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019490.pdf
2021	20019490	9/15/2021	JT	Chubb limited (Cb) [ST]	CB	Buy	08/25/2021	08/25/2021	$100,001	175.41	171.65	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019490.pdf
2021	20019490	9/15/2021	JT	Costco Wholesale Corporation	COST	Buy	08/25/2021	08/25/2021	$250,001	428.77	437.57	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019490.pdf
2021	20019490	9/15/2021	JT	iShares TIPS bond ETF (TIP) [ST]	TIP	Buy	08/06/2021	08/06/2021	$1,001 - $15,000	108.87	109.98	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019490.pdf
2021	20019490	9/15/2021	JT	iShares TIPS bond ETF (TIP) [ST]	TIP	Buy	08/06/2021	08/06/2021	$1,001 - $15,000	108.87	109.98	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019490.pdf
2021	20019490	9/15/2021	JT	lockheed Martin Corporation	LMT	Buy	08/25/2021	08/25/2021	$100,001	317.56	307.54	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019490.pdf
2021	20019490	9/15/2021	JT	ONEOK, Inc. (OKE) [ST]	OKE	Buy	08/16/2021	08/16/2021	$1,001 - $15,000	41.16	43.49	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019490.pdf
2021	20019594	10/7/2021	JT	Accenture plc Class A Ordinary	ACN	Buy	09/23/2021	09/23/2021	$100,001	320.96	307.4	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	Cadence Design Systems, Inc.	CDNS	Buy	09/02/2021	09/02/2021	$15,001	164.88	152.22	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	Devon Energy Corporation (DVN)	DVN	Buy	09/30/2021	09/30/2021	$1,001 - $15,000	28.5	30.8	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	Devon Energy Corporation (DVN)	DVN	Buy	09/30/2021	09/30/2021	$1,001 - $15,000	28.5	30.8	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	Emerson Electric Company (EMR)	EMR	Buy	09/10/2021	09/10/2021	$1,001 - $15,000	92.06	89.65	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	Exxon Mobil Corporation (XOM)	XOM	Buy	09/02/2021	09/02/2021	$1,001 - $15,000	47.08	51.9	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	Home Depot, Inc. (HD) [ST]	HD	Buy	09/16/2021	09/16/2021	$1,001 - $15,000	302.55	302.9	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	Honeywell International Inc.	HON	Buy	09/03/2021	09/03/2021	$1,001 - $15,000	197.42	188.46	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	ICON plc - Ordinary Shares (IClR)	ICLR	Buy	09/02/2021	09/02/2021	$15,001	260.33	265.83	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	Intel Corporation (INTC) [ST]	INTC	Buy	09/02/2021	09/02/2021	$50,001	49.42	50.13	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	IQVIA Holdings, Inc. (IQV) [ST]	IQV	Buy	09/02/2021	09/02/2021	$15,001	264.44	243.43	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	iShares TIPS bond ETF (TIP) [ST]	TIP	Buy	09/08/2021	09/08/2021	$1,001 - $15,000	109.51	108.94	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
2021	20019594	10/7/2021	JT	iShares TIPS bond ETF (TIP) [ST]	TIP	Buy	09/08/2021	09/08/2021	$1,001 - $15,000	109.51	108.94	https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019594.pdf
